Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/2019	Iran	32.4	53.7	1	77	Blizky vychod	103	25	24.3 %	1	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: It Was Just an Accident; 2025: Put Your Soul on Your Hand and Walk; 2025: Tehran Another View; 2025: Bidad	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iran	Production country appearances in KVIFF catalogue
01/07/2019	Ireland	53.4	-8.2	1	44	Evropa	54	39	72.2 %	1	1994	2025	2025 (4)	United Kingdom (27); USA (6); Germany (5); France (5); Netherlands (3); Italy (2); Canada (2); Belgium (2)	2025: Bogancloch; 2025: Christy; 2025: We Beg to Differ; 2025: Tin City; 2024: Kinds of Kindness	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ireland	Production country appearances in KVIFF catalogue
01/07/2019	Italy	41.9	12.6	8	294	Evropa	346	184	53.2 %	9	1994	2025	2012 (33)	France (117); Germany (31); United Kingdom (21); USA (20); Spain (17); Belgium (16); Switzerland (16); Czech Republic (9)	2025: Little Trouble Girls; 2025: April; 2025: Caravan; 2025: Vermiglio; 2025: Feeling Better	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Italy	Production country appearances in KVIFF catalogue
01/07/2019	Japan	36.2	138.3	2	144	Asie	176	41	23.3 %	1	1994	2025	2023 (16)	France (14); USA (9); Germany (7); Netherlands (6); South Korea (4); China (3); Spain (3); Taiwan (2)	2025: Renoir; 2025: Point Break; 2024: Artist of Fasting; 2024: Oyu; 2024: Franz Kafka's A Country Doctor	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Japan	Production country appearances in KVIFF catalogue
01/07/2019	Kosovo	42.6	20.9	1	7	Evropa	10	10	100 %	0	2014	2024	2015 (3)	Albania (5); North Macedonia (5); Germany (3); Italy (2); France (2); Switzerland (2); Croatia (2); Greece (1)	2024: Housekeeping for Beginners; 2021: Hive; 2021: Sisterhood; 2019: Aga's House; 2017: Unwanted	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kosovo	Production country appearances in KVIFF catalogue
01/07/2019	Latvia	56.9	24.6	6	47	Evropa	50	25	50 %	3	1996	2025	2018 (11)	Germany (8); Lithuania (6); Estonia (5); Netherlands (4); Russia (3); Czech Republic (3); Sweden (2); Finland (2)	2025: Two Prosecutors; 2025: Renovation; 2022: My Love Affair with Marriage; 2019: Oleg; 2019: Certain Kind of Silence	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Latvia	Production country appearances in KVIFF catalogue
01/07/2019	Lithuania	55.2	23.9	3	46	Evropa	60	24	40 %	1	1992	2025	2018 (11)	France (9); Germany (6); Latvia (6); Belgium (4); Netherlands (3); Poland (2); Romania (2); Estonia (2)	2025: Two Prosecutors; 2025: Renovation; 2025: Visitor; 2025: Trains; 2025: Hoofs on Skates	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Lithuania	Production country appearances in KVIFF catalogue
01/07/2019	Luxembourg	49.8	6.1	2	24	Evropa	36	36	100 %	2	1997	2025	2022 (4)	France (19); Belgium (11); United Kingdom (8); Germany (7); Austria (6); USA (4); Switzerland (3); Netherlands (3)	2025: Kontinental '25; 2025: Timestamp; 2025: It Was Just an Accident; 2024: All We Imagine as Light; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Luxembourg	Production country appearances in KVIFF catalogue
01/07/2019	Mexico	23.6	-102.5	2	77	Latinska Amerika	94	48	51.1 %	1	1994	2025	2016 (9)	Spain (16); USA (14); France (13); Germany (12); Denmark (7); Netherlands (6); Argentina (5); Chile (3)	2025: Kill the Jockey; 2025: Blue Trail; 2025: Dreams; 2024: Dead Don't Hurt; 2024: Night Has Come	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Mexico	Production country appearances in KVIFF catalogue
01/07/2019	Montenegro	42.7	19.3	1	4	Evropa	6	6	100 %	0	2008	2021	2021 (2)	Serbia (5); Slovenia (3); Bosnia and Herzegovina (2); Croatia (2); Germany (1); United Kingdom (1); North Macedonia (1); Kosovo (1)	2021: After the Winter; 2021: Sisterhood; 2019: Mamonga; 2015: You Carry Me; 2014: Barbarians	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Montenegro	Production country appearances in KVIFF catalogue
01/07/2019	Morocco	31.8	-7.1	2	7	Afrika	13	12	92.3 %	0	1998	2024	2023 (2)	France (9); Qatar (4); Belgium (3); Germany (1); Switzerland (1); Spain (1); Serbia (1); Denmark (1)	2024: Cabo Negro; 2023: Mother of All Lies; 2023: Animalia; 2022: Blue Caftan; 2021: Zanka Contact	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Morocco	Production country appearances in KVIFF catalogue
01/07/2019	Netherlands	52.1	5.3	7	176	Evropa	211	123	58.3 %	7	1992	2025	2002 (22)	France (41); Germany (32); Belgium (23); USA (16); United Kingdom (14); Argentina (9); Sweden (9); Denmark (8)	2025: Two Prosecutors; 2025: Blue Trail; 2025: Divia; 2025: Timestamp; 2025: January	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Netherlands	Production country appearances in KVIFF catalogue
01/07/2019	North Macedonia	41.6	21.7	1	18	Evropa	21	20	95.2 %	4	1995	2024	2021 (2)	Serbia (7); France (5); Kosovo (5); Czech Republic (4); Croatia (4); Bulgaria (3); Slovenia (3); Germany (3)	2024: Housekeeping for Beginners; 2021: Hive; 2021: Sisterhood; 2019: Half-Sister; 2018: Via Carpatia	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	North Macedonia	Production country appearances in KVIFF catalogue
01/07/2019	Norway	60.5	8.5	2	84	Evropa	100	45	45 %	2	1994	2025	2005 (11)	France (18); Sweden (15); Germany (14); Denmark (12); USA (5); Netherlands (5); Iceland (4); Qatar (4)	2025: Sentimental Value; 2025: Visitor; 2025: Don't Call Me Mama; 2025: Dreams; 2024: Shambhala	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Norway	Production country appearances in KVIFF catalogue
01/07/2019	Philippines	12.9	122	1	16	Asie	25	10	40 %	0	2002	2025	2023 (3)	Singapore (6); France (5); Japan (2); Qatar (2); Indonesia (2); Germany (2); China (1); Thailand (1)	2025: Renoir; 2024: Viet and Nam; 2024: Cross My Heart and Hope To Die; 2023: Autobiography; 2023: When the Waves Are Gone	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Philippines	Production country appearances in KVIFF catalogue
01/07/2019	Poland	52	19.1	5	173	Evropa	201	78	38.8 %	22	1994	2025	2013 (11)	Czech Republic (22); Germany (22); France (19); Slovak Republic (12); Sweden (10); USA (6); Denmark (5); United Kingdom (5)	2025: Divia; 2025: Things You Kill; 2025: Trains; 2025: Son of Happiness; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Poland	Production country appearances in KVIFF catalogue
01/07/2019	Qatar	25.4	51.2	2	21	Blizky vychod	46	45	97.8 %	1	2011	2025	2021 (7)	France (33); Germany (13); Lebanon (7); USA (6); Palestine (5); Belgium (5); United Arab Emirates (5); Tunisia (5)	2025: All That's Left of You; 2025: Promised Sky; 2024: Shambhala; 2024: Who Do I Belong To; 2024: Brief History of a Family	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Qatar	Production country appearances in KVIFF catalogue
01/07/2019	Romania	45.9	24.9	2	61	Evropa	78	50	64.1 %	8	1994	2025	2015 (7)	France (19); Germany (16); Czech Republic (8); Bulgaria (7); Hungary (6); Italy (4); Netherlands (4); Poland (4)	2025: Two Prosecutors; 2025: Kontinental '25; 2025: Cinema Jazireh; 2024: Panopticon; 2024: If I Float	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Romania	Production country appearances in KVIFF catalogue
01/07/2019	Russia	61.5	105.3	1	257	Evropa	264	77	29.2 %	4	1992	2022	1998 (19)	Germany (27); France (26); Finland (6); Estonia (6); United Kingdom (5); Italy (5); Switzerland (5); Kazakhstan (5)	2022: Captain Volkonogov Escaped; 2022: Flood; 2021: Brighton 4th; 2021: Compartment No. 6; 2021: Conference	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Russia	Production country appearances in KVIFF catalogue
01/07/2019	Saudi Arabia	23.9	45.1	1	2	Blizky vychod	7	6	85.7 %	0	2013	2025	2023 (3)	Qatar (4); Germany (3); France (3); Egypt (2); Jordan (2); Sudan (1); Sweden (1); Morocco (1)	2025: All That's Left of You; 2024: Who Do I Belong To; 2023: Goodbye Julia; 2023: Inshallah a Boy; 2023: Mother of All Lies	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Saudi Arabia	Production country appearances in KVIFF catalogue
01/07/2019	Serbia	44	20.9	4	39	Evropa	54	42	77.8 %	1	2003	2025	2022 (5)	Croatia (18); Germany (10); Slovenia (10); France (9); Bosnia and Herzegovina (7); North Macedonia (7); Montenegro (5); Bulgaria (4)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: When The Phone Rang; 2025: Absolute 100; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Serbia	Production country appearances in KVIFF catalogue
01/07/2019	Slovak Republic	48.7	19.7	10	129	Evropa	179	152	84.9 %	144	1994	2025	2017 (15)	Czech Republic (144); France (19); Germany (13); Poland (12); Hungary (8); Austria (6); Ukraine (4); Slovenia (4)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovak Republic	Production country appearances in KVIFF catalogue
01/07/2019	Slovenia	46.2	14.9	2	48	Evropa	59	36	61 %	9	1994	2025	2025 (5)	Croatia (13); Serbia (10); Czech Republic (9); France (7); Germany (7); Bosnia and Herzegovina (7); Italy (4); Slovak Republic (4)	2025: Little Trouble Girls; 2025: Tales from the Magic Garden; 2025: Greek Apricots; 2025: Prince Ki-Ki-Do: Surprise Egg; 2025: Prince Ki-Ki-Do: Winter Story	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovenia	Production country appearances in KVIFF catalogue
01/07/2019	South Korea	36.5	127.8	1	117	Asie	130	16	12.3 %	1	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say to You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	South Korea	Production country appearances in KVIFF catalogue
01/07/2019	Spain	40.5	-3.7	5	212	Evropa	241	105	43.6 %	0	1992	2025	2001 (15)	France (45); Argentina (22); Italy (17); Mexico (16); Germany (12); United Kingdom (11); USA (10); Portugal (7)	2025: Kill the Jockey; 2025: Mysterious Gaze of the Flamingo; 2025: Anatomy of the Horses; 2025: Ariel; 2025: Sirât	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Spain	Production country appearances in KVIFF catalogue
01/07/2019	Sweden	60.1	18.6	8	124	Evropa	150	86	57.3 %	5	1995	2025	2010 (9)	Denmark (33); France (23); Germany (20); Norway (15); Finland (11); Poland (10); Netherlands (9); Iceland (7)	2025: Love That Remains; 2025: Visitor; 2024: Crossing; 2024: My Favourite Cake; 2024: Girl with the Needle	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Sweden	Production country appearances in KVIFF catalogue
01/07/2019	Switzerland	46.8	8.2	4	113	Evropa	140	99	70.7 %	6	1994	2025	2015 (12)	France (47); Germany (30); Italy (16); Austria (7); Czech Republic (6); United Kingdom (6); Belgium (6); Russia (5)	2025: Kontinental '25; 2025: Kuap; 2025: Teenage Cowboy; 2025: 1:10; 2024: Gloria!	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Switzerland	Production country appearances in KVIFF catalogue
01/07/2019	Taiwan	23.7	121	1	29	Asie	39	15	38.5 %	0	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Taiwan	Production country appearances in KVIFF catalogue
01/07/2019	Tunisia	33.9	9.5	1	9	Afrika	14	13	92.9 %	0	1997	2025	2022 (3)	France (9); Qatar (5); Belgium (4); Switzerland (2); United Arab Emirates (2); Lebanon (2); Palestine (1); Netherlands (1)	2025: Promised Sky; 2024: Who Do I Belong To; 2022: Under the Fig Trees; 2022: Harka; 2022: Beirut the Encounter	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Tunisia	Production country appearances in KVIFF catalogue
01/07/2019	Turkey	39	35.2	2	57	Blizky vychod	69	44	63.8 %	1	1992	2025	2004 (11)	France (17); Germany (15); Greece (7); Bulgaria (6); Bosnia and Herzegovina (4); Switzerland (4); Qatar (4); Italy (3)	2025: Cinema Jazireh; 2025: Things You Kill; 2024: Shambhala; 2024: Crossing; 2024: Nothing in Its Place	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Turkey	Production country appearances in KVIFF catalogue
01/07/2019	Ukraine	48.4	31.2	2	34	Evropa	50	27	54 %	4	1997	2025	1998 (5)	France (7); Germany (6); Netherlands (6); Czech Republic (4); Slovak Republic (4); Poland (3); USA (3); Russia (2)	2025: Divia; 2025: Timestamp; 2025: I Died in Irpin; 2025: 2000 Metres to Andriivka; 2024: Porcelain War	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ukraine	Production country appearances in KVIFF catalogue
01/07/2019	United Kingdom	55.4	-3.4	11	444	Evropa	507	227	44.8 %	14	1994	2025	2014 (39)	USA (69); France (51); Germany (32); Ireland (27); Italy (21); Canada (14); Czech Republic (14); Netherlands (14)	2025: Kontinental '25; 2025: Bogancloch; 2025: N3G; 2025: Barry Lyndon; 2025: Christy	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Kingdom	Production country appearances in KVIFF catalogue
