První účast na KVIFF	Země	Latitude	Longitude	Production country appearances	Filmů celkem	Filmů celkem k danému roku	Podíl koprodukcí	Koprodukce s Českem	Kontinent	První účast na KVIFF	Zatím poslední účast na KVIFF	Nejvýraznější rok	Top koprodukční partneři	Ukázkové filmy	DetailKey	Metric
07.01.1992	Rakousko	47.5	14.5	1	192	1	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1994	Rakousko	47.5	14.5	1	192	2	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1995	Rakousko	47.5	14.5	3	192	5	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1996	Rakousko	47.5	14.5	5	192	10	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1997	Rakousko	47.5	14.5	3	192	13	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1998	Rakousko	47.5	14.5	5	192	18	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1999	Rakousko	47.5	14.5	4	192	22	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2000	Rakousko	47.5	14.5	6	192	28	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2001	Rakousko	47.5	14.5	7	192	35	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2002	Rakousko	47.5	14.5	8	192	43	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2003	Rakousko	47.5	14.5	11	192	54	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2004	Rakousko	47.5	14.5	9	192	63	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2005	Rakousko	47.5	14.5	8	192	71	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2005	Rakousko	47.5	14.5	1	192	72	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2006	Rakousko	47.5	14.5	6	192	78	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2007	Rakousko	47.5	14.5	7	192	85	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2008	Rakousko	47.5	14.5	5	192	90	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2009	Rakousko	47.5	14.5	8	192	98	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2010	Rakousko	47.5	14.5	4	192	102	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2011	Rakousko	47.5	14.5	5	192	107	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2012	Rakousko	47.5	14.5	7	192	114	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2013	Rakousko	47.5	14.5	8	192	122	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2014	Rakousko	47.5	14.5	8	192	130	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2015	Rakousko	47.5	14.5	9	192	139	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2016	Rakousko	47.5	14.5	8	192	147	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2017	Rakousko	47.5	14.5	8	192	155	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2018	Rakousko	47.5	14.5	8	192	163	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2019	Rakousko	47.5	14.5	6	192	169	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2021	Rakousko	47.5	14.5	2	192	171	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2022	Rakousko	47.5	14.5	8	192	179	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2023	Rakousko	47.5	14.5	2	192	181	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2024	Rakousko	47.5	14.5	8	192	189	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2025	Rakousko	47.5	14.5	3	192	192	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.2026	Rakousko	47.5	14.5	8	192	200	45.8 %	6	Evropa	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: Iâm Not Everything IÂ Want toÂ Be	Austria	Production country appearances in KVIFF catalogue
07.01.1997	Bělorusko	53.7	27.9	2	11	2	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2000	Bělorusko	53.7	27.9	1	11	3	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2002	Bělorusko	53.7	27.9	1	11	4	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2003	Bělorusko	53.7	27.9	1	11	5	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2004	Bělorusko	53.7	27.9	1	11	6	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2005	Bělorusko	53.7	27.9	2	11	8	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2006	Bělorusko	53.7	27.9	1	11	9	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2012	Bělorusko	53.7	27.9	1	11	10	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.2018	Bělorusko	53.7	27.9	1	11	11	27.3 %	0	Evropa	1997	2018	2005 (2)	Germany (3); Russia (3); Latvia (1); Netherlands (1); USA (1)	2018: Crystal Swan; 2012: In the Fog; 2006: As Is Their Wont; 2005: My God; 2005: Mysterium. Occupation	Belarus	Production country appearances in KVIFF catalogue
07.01.1992	Belgie	50.5	4.5	2	212	2	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.1995	Belgie	50.5	4.5	2	212	4	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.1996	Belgie	50.5	4.5	1	212	5	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.1997	Belgie	50.5	4.5	3	212	8	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.1998	Belgie	50.5	4.5	2	212	10	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.1999	Belgie	50.5	4.5	24	212	34	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2000	Belgie	50.5	4.5	6	212	40	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2001	Belgie	50.5	4.5	6	212	46	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2002	Belgie	50.5	4.5	2	212	48	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2003	Belgie	50.5	4.5	3	212	51	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2004	Belgie	50.5	4.5	5	212	56	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
07.01.2005	Belgie	50.5	4.5	10	212	66	67.9 %	0	Evropa	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze ofÂ theÂ Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Belgium	Production country appearances in KVIFF catalogue
